contractsymbol,lasttradedate,strike,lastprice,bid,ask,change,percentchange,volume,openinterest,impliedvolatility,inthemoney,contractsize,currency,ticker,option_type,expiration_date,source,contract_symbol,last_price,percent_change,open_interest,implied_volatility,in_the_money,last_trade_date
AMC260116P00012000,2025-11-07 15:55:03,12.0,9.45,9.55,9.85,0.0,0.0,1.0,79.0,2.57031607421875,True,REGULAR,USD,AMC,put,2026-01-16,options_puts_20260116.csv,,,,,,,
AMC260116P00015000,2025-10-20 19:27:07,15.0,12.24,12.55,13.05,0.0,0.0,4.0,0.0,2.531253671875,True,REGULAR,USD,AMC,put,2026-01-16,options_puts_20260116.csv,,,,,,,
AMC260116P00017000,2025-09-25 14:41:37,17.0,14.11,14.55,15.05,0.0,0.0,5.0,2.0,2.6406283984375003,True,REGULAR,USD,AMC,put,2026-01-16,options_puts_20260116.csv,,,,,,,
AMC260116P00020000,2025-11-14 17:08:12,20.0,17.7,17.4,17.95,0.050001144,0.28329262,2.0,12.0,3.46093884765625,True,REGULAR,USD,AMC,put,2026-01-16,options_puts_20260116.csv,,,,,,,
AMC260116P00022000,2025-11-13 20:20:37,22.0,19.7,19.65,20.7,0.050001144,0.25445876,1.0,8.0,4.257817177734374,True,REGULAR,USD,AMC,put,2026-01-16,options_puts_20260116.csv,,,,,,,
AMC260320C00000500,2025-11-12 15:53:30,0.5,1.96,1.68,1.94,0.0,0.0,2.0,57.0,1.75000125,True,REGULAR,USD,AMC,call,2026-03-20,options_calls_20260320.csv,,,,,,,
AMC260320C00001000,2025-11-14 15:25:59,1.0,1.3,0.98,1.45,-0.110000014,-7.8014193,1.0,59.0,1.7421887890625,True,REGULAR,USD,AMC,call,2026-03-20,options_calls_20260320.csv,,,,,,,
AMC260320C00001500,2025-11-14 15:07:20,1.5,0.85,0.74,1.01,-0.099999964,-10.526312,3.0,1211.0,0.8281267187499999,True,REGULAR,USD,AMC,call,2026-03-20,options_calls_20260320.csv,,,,,,,
AMC260320C00002000,2025-11-14 20:47:04,2.0,0.55,0.51,0.62,-0.050000012,-8.333335,82.0,1194.0,0.8281267187499999,True,REGULAR,USD,AMC,call,2026-03-20,options_calls_20260320.csv,,,,,,,
AMC260320C00002500,2025-11-14 20:59:52,2.5,0.36,0.34,0.39,-0.03999999,-9.999998,243.0,4966.0,0.8437515624999999,False,REGULAR,USD,AMC,call,2026-03-20,options_calls_20260320.csv,,,,,,,
AMC260320C00003000,2025-11-14 20:52:57,3.0,0.29,0.26,0.29,-0.01000002,-3.33334,839.0,10270.0,0.9257819921875,False,REGULAR,USD,AMC,call,2026-03-20,options_calls_20260320.csv,,,,,,,
AMC260320C00003500,2025-11-14 20:31:57,3.5,0.21,0.2,0.28,-0.02000001,-8.695657,65.0,2507.0,1.0390673046875003,False,REGULAR,USD,AMC,call,2026-03-20,options_calls_20260320.csv,,,,,,,
AMC260320C00004000,2025-11-14 19:09:54,4.0,0.19,0.17,0.2,0.0,0.0,60.0,2596.0,1.0664109179687502,False,REGULAR,USD,AMC,call,2026-03-20,options_calls_20260320.csv,,,,,,,
AMC260320C00004500,2025-11-14 15:59:58,4.5,0.15,0.14,0.22,-0.019999996,-11.764703,201.0,866.0,1.1679729101562502,False,REGULAR,USD,AMC,call,2026-03-20,options_calls_20260320.csv,,,,,,,
AMC260320C00005000,2025-11-14 19:47:09,5.0,0.14,0.13,0.15,-0.010000005,-6.66667,56.0,3377.0,1.1679729101562502,False,REGULAR,USD,AMC,call,2026-03-20,options_calls_20260320.csv,,,,,,,
AMC260320C00005500,2025-11-14 14:38:53,5.5,0.12,0.11,0.13,0.009999998,9.090907,5.0,3547.0,1.1953165234375,False,REGULAR,USD,AMC,call,2026-03-20,options_calls_20260320.csv,,,,,,,
AMC260320C00006000,2025-11-14 20:42:23,6.0,0.12,0.11,0.12,-0.009999998,-7.6923065,533.0,9071.0,1.25390998046875,False,REGULAR,USD,AMC,call,2026-03-20,options_calls_20260320.csv,,,,,,,
AMC260320P00000500,2025-11-10 14:43:46,0.5,0.01,0.0,0.01,0.0,0.0,8.0,49.0,1.25000375,False,REGULAR,USD,AMC,put,2026-03-20,options_puts_20260320.csv,,,,,,,
AMC260320P00001000,2025-11-13 15:27:58,1.0,0.03,0.0,0.03,0.0,0.0,3.0,6.0,0.8437515624999999,False,REGULAR,USD,AMC,put,2026-03-20,options_puts_20260320.csv,,,,,,,
AMC260320P00001500,2025-11-12 19:10:34,1.5,0.06,0.02,0.08,0.0,0.0,100.0,213.0,0.6562534375000001,False,REGULAR,USD,AMC,put,2026-03-20,options_puts_20260320.csv,,,,,,,
AMC260320P00002000,2025-11-14 19:47:54,2.0,0.24,0.22,0.25,0.03999999,19.999996,1048.0,291.0,0.7187528125,False,REGULAR,USD,AMC,put,2026-03-20,options_puts_20260320.csv,,,,,,,
AMC260320P00002500,2025-11-14 15:07:30,2.5,0.55,0.53,0.63,0.050000012,10.000002,43.0,1037.0,0.8320329296874999,True,REGULAR,USD,AMC,put,2026-03-20,options_puts_20260320.csv,,,,,,,
AMC260320P00003000,2025-11-14 19:31:37,3.0,0.94,0.93,1.0,0.050000012,5.6179786,4.0,660.0,0.8710950390625,True,REGULAR,USD,AMC,put,2026-03-20,options_puts_20260320.csv,,,,,,,
AMC260320P00003500,2025-11-10 15:05:10,3.5,1.29,1.21,1.49,0.0,0.0,4.0,83.0,0.804689453125,True,REGULAR,USD,AMC,put,2026-03-20,options_puts_20260320.csv,,,,,,,
AMC260320P00004000,2025-11-12 15:26:04,4.0,1.7,1.67,1.95,0.0,0.0,3.0,240.0,0.8320329296874999,True,REGULAR,USD,AMC,put,2026-03-20,options_puts_20260320.csv,,,,,,,
AMC260320P00004500,2025-11-14 14:34:58,4.5,2.3,2.13,2.46,0.39999998,21.05263,4.0,106.0,0.8906260937499999,True,REGULAR,USD,AMC,put,2026-03-20,options_puts_20260320.csv,,,,,,,
AMC260320P00005000,2025-10-10 17:14:58,5.0,2.27,2.63,2.91,0.0,0.0,50.0,215.0,0.8906260937499999,True,REGULAR,USD,AMC,put,2026-03-20,options_puts_20260320.csv,,,,,,,
AMC260320P00005500,2025-09-24 16:44:38,5.5,2.74,3.1,3.4,0.0,0.0,5.0,177.0,0.867188828125,True,REGULAR,USD,AMC,put,2026-03-20,options_puts_20260320.csv,,,,,,,
AMC260320P00006000,2025-10-14 13:30:31,6.0,3.23,3.6,3.9,0.0,0.0,0.0,2.0,0.929688203125,True,REGULAR,USD,AMC,put,2026-03-20,options_puts_20260320.csv,,,,,,,
