Filer,City,State,"",Shares Held,Market Value,% of Portfolio,Prior % of Portfolio,Ranking,Prior Ranking,Change in shares,Percent Change,Filer State,% Ownership,Qtr first owned,filer_id,filer_cik,filer_irs_number,filer_crd,street_address,street_address2,zip_code
Prosperity planning  inc.,NORTH KANSAS CITY,MO,"",42933.0,195345.0,0.0619,,103,,42933.0,,MO,0.0118811,Q3 2024,498469,0001843292,,000298268,1920 BUCHANAN STREET, ,64116
Prudential financial inc,NEWARK,NJ,"",22790.0,103695.0,0.0001,0.0002,2575,2528,-3504.0,-13.3262341,NJ,0.0063068,Q2 2024,2331,0001137774,,000107959,751 BROAD ST, ,07102
Psi advisors  llc,TAMPA,FL,"",19.0,86.0,0.0,0.0,867,844,0.0,0.0,FL,0.0000053,Q3 2021,463626,0001779040,,000285880,13059 W. LINEBAUGH AVE,SUITE 102,33626
Public employees retirement association of colorado,DENVER,CO,"",28034.0,128000.0,0.0005,0.0003,1699,1807,13952.0,99.0768357,CO,0.0077580,Q2 2021,2332,0000315297,,,1301 PENNSYLVANIA STREET, ,80203
Public employees retirement system of ohio,COLUMBUS,OH,"",2435.0,11079.0,0.0,0.0,2132,1935,568.0,30.4231387,OH,0.0006739,Q2 2017,2333,0001007280,,,277 EAST TOWN STREET, ,43215
Qcm cayman  ltd.,HOUSTON,TX,"",31861.0,144968.0,3.9907,1.7109,12,30,0.0,0.0,TX,0.0088171,Q2 2024,2351,0001166340,943381479,000112149,3 GREENWAY PLAZA,SUITE 200,77046
Quadrant capital group llc,CINCINNATI,OH,"",4.0,19.0,0.0,0.0,2729,2695,0.0,0.0,OH,0.0000011,Q2 2021,306558,0001650717,,,"255 E. FIFTH STREET, SUITE 3000", ,45202
Quantinno capital management lp,NEW YORK,NY,"",11125.0,50619.0,0.0007,0.0012,1466,1307,-2811.0,-20.1707807,NY,0.0030787,Q2 2024,431463,0001759654,,000298733,66 HUDSON BLVD E,23RD FLOOR,10001
Quarry lp,NEW YORK,NY,"",0.0,0.0,,0.0224,"",453,-15619.0,-100.0,NY,0.0000000,Q4 2023,624210,0001965207,,,331 PARK AVENUE SOUTH,3RD FLOOR,10010
Qube research & technologies ltd,LONDON,X0,"",0.0,0.0,,0.0044,"",1488,-563330.0,-100.0,X0,0.0000000,Q2 2023,401080,0001729829,,000304552,9 BRESSENDEN PLACE, ,SW1E 5BY
Quent capital  llc,NEW YORK,NY,"",1334.0,6070.0,0.0006,0.0012,1071,976,-801.0,-37.5175644,NY,0.0003692,Q4 2022,558519,0001912338,831888530,000308203,1120 AVENUE OF THE AMERICAS,4TH FLOOR,10036
Quintet private bank (europe) s.a.,LUXEMBOURG,N4,"",17.0,77.0,0.0,0.0,200,208,2.0,13.3333333,N4,0.0000047,Q1 2023,633854,0001977290,,,43 BOULEVARD ROYAL, ,L-2449
Raymond james financial services advisors  inc.,ST. PETERSBURG,FL,"",21705.0,98758.0,0.0001,0.0001,3291,3228,1557.0,7.7278142,FL,0.0060066,Q1 2024,56362,0001462284,,000149018,880 CARILLON PARKWAY, ,33716
Re dickinson investment advisors  llc,COUNCIL BLUFFS,IA,"",791.0,3600.0,0.002,0.0024,197,193,0.0,0.0,IA,0.0002189,Q4 2021,556245,0001801241,421481540,,"535 W BROADWAY, SUITE 301", ,51503
Red door wealth management  llc,MEMPHIS,TN,"",16000.0,72800.0,0.0121,,212,,16000.0,,TN,0.0044278,Q3 2024,461914,0001783599,,000153235,756 RIDGE LAKE BOULEVARD, ,38120
Renaissance technologies llc,NEW YORK,NY,"",5787919.0,26335031.0,0.0396,0.0869,547,285,-4497907.0,-43.7291764,NY,1.6017268,Q3 2023,2414,0001037389,260385758,000106661,800 THIRD AVE, ,10022
Resources management corp,WEST HARTFORD,CT,"",76.0,0.0,0.0,0.0001,442,401,-42.0,-35.5932203,CT,0.0000210,Q3 2021,422855,0000749044,,,643 PROSPECT AVENUE, ,06105
Rhumbline advisers,BOSTON,MA,"",494496.0,2249941.0,0.002,0.002,1841,1840,56995.0,13.0273988,MA,0.1368449,Q2 2014,2426,0001115418,,000107151,265 FRANKLIN ST,21ST FLOOR,02110
Richard w. paul & associates  llc,NOVI,MI,"",44.0,198.0,0.0001,0.0001,492,483,10.0,29.4117647,MI,0.0000122,Q2 2024,623355,0001964203,,000156812,39555 ORCHARD HILL PLACE,ST 100,48375-5376
Royal bank of canada,TORONTO, ,"",40362.0,184000.0,0.0,0.0,4878,4983,10291.0,34.2223405, ,0.0111696,Q4 2014,2491,0001000275,,,ROYAL BANK PLAZA,200 BAY STREET,M5J 2J5
Russell investments group  ltd.,LONDON,WA,"",1194.0,5433.0,0.0,0.0001,3197,2695,-13233.0,-91.7238511,WA,0.0003304,Q3 2021,356168,0001692234,,,REX HOUSE,10 REGENT STREET,SW1Y4PE
San luis wealth advisors llc,SAN LUIS OBISPO,CA,"",10251.0,47000.0,0.0097,0.0122,142,132,-28.0,-0.2724,CA,0.0028368,Q3 2023,499360,0001844709,,,735 TANK FARM ROAD,SUITE 264,93401
Sanctuary advisors  llc,INDIANAPOLIS,IN,"",15855.0,72140.0,0.0005,,2330,,15855.0,,IN,0.0043877,Q3 2024,680987,0001777271,473162022,000226606,"3815 RIVER CROSSING PKWY, FLOOR 2", ,46240
Sandy spring bank,OLNEY,MD,"",0.0,0.0,,0.0,"",1241,-27.0,-100.0,MD,0.0000000,Q1 2022,53060,0001457833,,,17801 GEORGIA AVENUE, ,20832
Schonfeld strategic advisors llc,NEW YORK,NY,"",30100.0,136955.0,0.0009,,1851,,30100.0,,NY,0.0083298,Q1 2024,336419,0001665241,,000281984,590 MADISON AVENUE,23RD FLOOR,10022
Scientech research llc,JERSEY CITY,NJ,"",0.0,0.0,,0.2405,"",150,-234414.0,-100.0,NJ,0.0000000,Q2 2024,660803,0002011556,,000310615,30 MONTGOMERY ST,SUITE 310,07302
Sculptor capital lp,NEW YORK,NY,PUT,506000.0,2302300.0,0.0392,,167,,506000.0,,NY,N/A,Q3 2024,2127,0001054587,133980578,000107913,9 WEST 57TH STREET,40TH FLOOR,10019
Sei investments company,OAKS,PA,"",16573.0,75396.0,0.0001,,2596,,16573.0,,PA,0.0045863,Q3 2024,12665,0000350894,,,1 FREEDOM VALLEY DRIVE, ,19456-1100
Sg americas securities  llc,NEW YORK,NY,"",430088.0,1957000.0,0.0071,0.0325,700,501,-690937.0,-61.6343971,NY,0.1190209,Q2 2019,2629,0001313360,,,245 PARK AVENUE, ,10167
Signaturefd  llc,ATLANTA,GA,"",200.0,910.0,0.0,0.0,3015,2923,28.0,16.2790698,GA,0.0000553,Q1 2021,50499,0001456048,,000112758,1230 PEACHTREE STREET,SUITE 1800,30309
Simplex trading  llc,CHICAGO,IL,CALL,4393900.0,19992000.0,0.0117,0.0113,650,663,730400.0,19.9372185,IL,N/A,Q4 2014,121062,0001488542,,000153585,230 S. LASALLE STREET,SUITE 08-500,60604
Simplex trading  llc,CHICAGO,IL,"",606787.0,2760000.0,0.0016,0.0013,1990,2162,189145.0,45.288788,IL,0.1679199,Q2 2024,121062,0001488542,,000153585,230 S. LASALLE STREET,SUITE 08-500,60604
Simplex trading  llc,CHICAGO,IL,PUT,3679300.0,16740000.0,0.0098,0.0062,739,1012,1662000.0,82.3873494,IL,N/A,Q3 2015,121062,0001488542,,000153585,230 S. LASALLE STREET,SUITE 08-500,60604
Skandinaviska enskilda banken ab (publ),STOCKHOLM,V7,"",9474.0,43107.0,0.0002,,774,,9474.0,,V7,0.0026218,Q3 2024,164832,0001534653,,,KUNGSTRADGARDSGATAN 8, ,106 40
Skylands capital  llc,MILWAUKEE,WI,"",10000.0,45500.0,0.0062,0.0071,150,150,0.0,0.0,WI,0.0027674,Q2 2024,2671,0001299910,,000131183,1200 NORTH MAYFAIR ROAD,SUITE 250,53226
Smartleaf asset management llc,BOSTON,MA,"",191.0,859.0,0.0001,,2685,,191.0,,MA,0.0000529,Q3 2024,660377,0002010393,,000172273,ONE BOWDOIN SQUARE,10TH FLOOR,02114
Squarepoint ops llc,NEW YORK,NY,CALL,16500.0,75075.0,0.0001,0.0015,3931,2630,-165900.0,-90.9539474,NY,N/A,Q4 2023,297588,0001642575,,000172116,250 W. 55TH STREET,32ND FLOOR,10019
State board of administration of florida retirement system,TALLAHASSEE,FL,"",46240.0,210392.0,0.0004,,1964,,46240.0,,FL,0.0127963,Q3 2024,2761,0000938076,596001872,,"1801 HERMITAGE BLVD, SUITE 100",P.O. BOX 13300,32317-3300
State of wisconsin investment board,MADISON,WI,"",147079.0,669209.0,0.0017,0.0021,1733,1629,-15200.0,-9.3665847,WI,0.0407021,Q1 2021,2763,0000854157,,,"4703 MADISON YARDS WAY, SUITE 700", ,53705
State of wyoming,CHEYENNE,WY,"",52552.0,239112.0,0.0341,0.0094,588,1289,41117.0,359.571491,WY,0.0145430,Q3 2023,555089,0001821626,,,122 WEST 25TH STREET, ,82002
State street corp,BOSTON,MA,"",7353442.0,33458161.0,0.0014,0.0014,1909,1898,936618.0,14.5962863,MA,2.0349637,Q1 2014,2764,0000093751,,,1 CONGRESS STREET,SUITE 1,02114
Stephens consulting  llc,FLINT,MI,"",11.0,51.0,0.0,0.0,513,646,0.0,0.0,MI,0.0000030,Q2 2023,621327,0001961632,,000308970,5206 GATEWAY CENTRE,SUITE 300,48507
Sterling capital management llc,CHARLOTTE,NC,"",1164.0,5296.0,0.0001,,1741,,1164.0,,NC,0.0003221,Q3 2024,2777,0001329883,,000135405,4350 CONGRESS STREET,SUITE 1000,28209
Steward partners investment advisory  llc,STAMFORD,CT,"",0.0,0.0,0.0,0.0002,"",2541,-4029.0,-100.0,CT,0.0000000,Q3 2020,383910,0001723397,,000283004,400 ATLANTIC STREET,10TH FLOOR,06901-3512
Stifel financial corp,ST. LOUIS,MO,"",16263.0,74003.0,0.0001,0.0001,3275,3238,105.0,0.6498329,MO,0.0045006,Q4 2018,6756,0000720672,,,ATTN: JAMES G. LASCHOBER,501 N. BROADWAY,63102-2102
Strategic investment solutions  inc.,ORLAND PARK,IL,"",142.0,646.0,0.0002,0.002,558,406,-140.0,-49.6453901,IL,0.0000393,Q2 2024,624279,0001960144,,000143128,"9501 W. 144TH PLACE, SUITE 101", ,60462
Sumitomo mitsui financial group  inc.,TOKYO,M0,"",2.0,9.0,0.0,,169,,2.0,,M0,0.0000006,Q3 2024,21610,0001022837,,000301509,"1-2, MARUNOUCHI 1-CHOME",CHIYODA-KU,100-0005
Summit global investments,BOUNTIFUL,UT,"",11445.0,52000.0,0.0033,0.0038,494,488,19.0,0.1662874,UT,0.0031672,Q1 2024,358617,0001697953,,000157091,620 S. MAIN STREET, ,84010
Sunbelt securities  inc.,HOUSTON,TX,"",181.0,824.0,0.0001,0.0001,1698,1623,0.0,0.0,TX,0.0000501,Q1 2023,118959,0001632932,760472120,000042180,"2700 POST OAK BLVD, SUITE 1700", ,77056
Susquehanna international group  llp,BALA CYNWYD,PA,CALL,14548500.0,66195675.0,0.0116,0.0116,880,846,2022400.0,16.1454882,PA,N/A,Q2 2014,36674,0001446194,,,"401 CITY AVENUE, SUITE 220", ,19004
Susquehanna international group  llp,BALA CYNWYD,PA,PUT,3449000.0,15692950.0,0.0027,0.0036,2077,1769,-422500.0,-10.9130828,PA,N/A,Q1 2015,36674,0001446194,,,"401 CITY AVENUE, SUITE 220", ,19004
Susquehanna international group  llp,BALA CYNWYD,PA,"",260257.0,1184169.0,0.0002,0.0003,6401,5245,-110423.0,-29.7893061,PA,0.0720225,Q2 2014,36674,0001446194,,,"401 CITY AVENUE, SUITE 220", ,19004
Swiss national bank,ZURICH,V8,"",576991.0,2625309.0,0.0017,0.0018,1701,1681,58600.0,11.3042086,V8,0.1596743,Q2 2014,222919,0001582202,,,BOERSENSTRASSE 15,P.O. BOX 2800,CH-8022
Td waterhouse canada inc.,TORONTO,A6,"",52.0,229.0,0.0,0.0,1791,1806,0.0,0.0,A6,0.0000144,Q4 2022,651386,0001999606,,,66 WELLINGTON STREET WEST,"15TH FLOOR, TD TOWER",M5K 1A2
Tidal investments llc,MILWAUKEE,WI,"",24696.0,112366.0,0.0012,0.0019,1783,1727,-2988.0,-10.793238,WI,0.0068343,Q1 2021,257481,0001600064,,000164201,234 WEST FLORIDA STREET,SUITE 203,53204
Torno capital  llc,COHASSET,MA,PUT,14500.0,65975.0,0.0101,,190,,14500.0,,MA,N/A,Q3 2024,661064,0001974312,,,132 CHIEF JUSTICE CUSHING HWY,SUITE 70,02025
Torno capital  llc,COHASSET,MA,"",5000.0,22750.0,0.0035,,201,,5000.0,,MA,0.0013837,Q3 2024,661064,0001974312,,,132 CHIEF JUSTICE CUSHING HWY,SUITE 70,02025
Tower research capital llc (trc),NEW YORK,NY,"",8740.0,39767.0,0.0011,0.0001,2848,4816,7910.0,953.0120482,NY,0.0024187,Q1 2019,200473,0001533421,,,120 BROADWAY,38TH FLOOR,10271
Tradewinds capital management  llc,BELLINGHAM,WA,"",10.0,46.0,0.0,0.0,605,576,0.0,0.0,WA,0.0000028,Q1 2021,272339,0001616026,,000145934,2211 RIMLAND DRIVE,SUITE 401,98226
Traynor capital management  inc.,MALVERN,PA,"",20112.0,91510.0,0.0055,0.0074,249,240,392.0,1.9878296,PA,0.0055657,Q2 2021,328286,0001666786,,000138881,418 E KING STREET, ,19355
Triad wealth partners  llc,LAWRENCE,KS,"",0.0,0.0,,0.0,"",988,-4.0,-100.0,KS,0.0000000,Q2 2024,667860,0002012717,,000326523,730 NEW HAMPSHIRE STREET,SUITE 222,66044
Triumph capital management,DENVER,CO,"",13845.0,62995.0,0.0224,,263,,13845.0,,CO,0.0038314,Q3 2024,523337,0001730765,,000282814,1610 WYNKOOP STREET,SUITE 550,80202
Trust company of vermont,BRATTLEBORO,VT,"",750.0,3413.0,0.0002,0.0002,896,771,0.0,0.0,VT,0.0002076,Q2 2024,2989,0001134008,,,P O BOX 1280, ,05302-1280
Tsfg  llc,LAKE FOREST,IL,"",2500.0,11000.0,0.0024,0.0028,483,451,0.0,0.0,IL,0.0006918,Q4 2021,461704,0001800513,,,1052 N WESTERN AVE, ,60045
Tucker asset management llc,LITTLETON,CO,"",11.0,50.0,0.0,0.0,1267,1429,0.0,0.0,CO,0.0000030,Q3 2023,633701,0001870012,472909656,000174844,1520 WEST CANAL COURT,SUITE 100,80120
Tudor investment corp et al,STAMFORD,CT,"",0.0,0.0,0.0,0.0036,"",1650,-140662.0,-100.0,CT,0.0000000,Q2 2024,2996,0000923093,222514825,000159792,200 ELM STREET, ,06901
Twin tree management  lp,DALLAS,TX,"",0.0,0.0,,0.0,"",1298,-86.0,-100.0,TX,0.0000000,Q2 2024,223287,0001535588,,000149548,6688 N. CENTRAL EXPRESSWAY,SUITE 1610,75206
Two sigma advisers  lp,NEW YORK,NY,"",71721.0,326331.0,0.0008,0.0006,1877,2105,15904.0,28.4931114,NY,0.0198478,Q1 2021,107419,0001478735,,000152254,100 AVENUE OF THE AMERICAS,16TH FLOOR,10013
Two sigma securities  llc,NEW YORK,NY,"",18687.0,85026.0,0.0014,0.0011,2306,2501,814.0,4.5543557,NY,0.0051714,Q3 2022,120133,0001450144,,000148960,100 AVENUE OF THE AMERICAS,2ND FLOOR,10013
Tyche wealth partners llc,PLANO,TX,"",14000.0,63700.0,0.0144,0.0218,286,272,-4000.0,-22.2222222,TX,0.0038743,Q2 2024,658972,0002004818,,,5700 GRANITE PARKWAY,330,75024
Ubs am  a distinct business unit of ubs asset management americas llc,CHICAGO,IL,"",371592.0,1690744.0,0.0004,0.0006,2135,1992,-35762.0,-8.7790963,IL,0.1028330,Q2 2014,3011,0000861177,,,ONE NORTH WACKER DRIVE, ,60606
Ubs group ag,ZURICH,V8,"",170557.0,776034.0,0.0002,0.0001,4878,5279,100881.0,144.785866,V8,0.0471993,Q1 2014,3010,0001610520,,,BAHNHOFSTRASSE 45, ,CH-8001
Ubs group ag,ZURICH,V8,CALL,50000.0,227500.0,0.0,,5772,,50000.0,,V8,N/A,Q3 2024,3010,0001610520,,,BAHNHOFSTRASSE 45, ,CH-8001
Uncommon cents investing llc,JANESVILLE,WI,"",106.0,482.0,0.0001,,437,,106.0,,WI,0.0000293,Q3 2024,391973,0001729754,,000290105,1215 SUFFOLK DR. UNIT 100, ,53546
Us bancorp de,MINNEAPOLIS,MN,"",879.0,3999.0,0.0,0.0,3644,3808,670.0,320.5741627,MN,0.0002433,Q1 2021,3032,0000036104,410255900,,U.S. BANCORP,800 NICOLLET MALL,55402-7020
Vanguard group inc,MALVERN,PA,"",35296005.0,160596823.0,0.0029,0.0029,1651,1649,4781235.0,15.6685926,PA,9.7676826,Q1 2014,3049,0000102909,,000105958,100 VANGUARD BLVD,V26,19355
Victory capital management inc,SAN ANTONIO,TX,"",45711.0,207985.0,0.0002,0.0002,2216,2213,7661.0,20.1340342,TX,0.0126499,Q4 2020,79158,0001040188,,,15935 LA CANTERA PARKWAY, ,78256
Virtu financial llc,NEW YORK,NY,"",196213.0,893000.0,0.0492,,278,,196213.0,,NY,0.0542992,Q3 2024,156356,0001533964,,,1633 BROADWAY,41ST FLOOR,10019
Voloridge investment management  llc,JUPITER,FL,"",263811.0,1200340.0,0.0044,,1006,,263811.0,,FL,0.0730061,Q3 2024,255537,0001556921,,000152869,115 FRONT STREET,SUITE 300,33477
Voya investment management llc,ATLANTA,GA,"",108887.0,495435.0,0.0005,0.0005,2001,2049,16285.0,17.5860133,GA,0.0301330,Q1 2014,93899,0001068837,,000108934,5780 POWERS FERRY RD,SUITE 300,30327
Waldron private wealth llc,BRIDGEVILLE,PA,"",25173.0,114537.0,0.0048,0.0038,413,404,8102.0,47.4606057,PA,0.0069663,Q1 2024,255043,0001598180,,,44 ABELE ROAD,SUITE 400,15017
Walleye capital llc,NEW YORK,NY,"",31083.0,141428.0,0.0003,0.0021,4222,2687,-200663.0,-86.5874708,NY,0.0086018,Q1 2024,422642,0001758720,,000161413,315 PARK AVE S FLOOR 18, ,10010
Walleye capital llc,NEW YORK,NY,CALL,5800.0,26390.0,0.0001,0.0,4764,5264,4200.0,262.5,NY,N/A,Q3 2022,422642,0001758720,,000161413,315 PARK AVE S FLOOR 18, ,10010
Walleye trading llc,NEW YORK,NY,CALL,222200.0,1011010.0,0.0021,0.0029,2088,1931,-21300.0,-8.7474333,NY,N/A,Q1 2016,3091,0001388391,,000136196,315 PARK AVE S FLOOR 18, ,10010
Walleye trading llc,NEW YORK,NY,PUT,100400.0,456820.0,0.001,0.001,2568,2619,15100.0,17.7022274,NY,N/A,Q3 2020,3091,0001388391,,000136196,315 PARK AVE S FLOOR 18, ,10010
Walleye trading llc,NEW YORK,NY,"",55626.0,253098.0,0.0005,0.0001,2931,3574,45254.0,436.3092943,NY,0.0153937,Q3 2023,3091,0001388391,,000136196,315 PARK AVE S FLOOR 18, ,10010
Waterfront capital partners  llc,NEW YORK,NY,"",0.0,0.0,,0.1948,"",31,-332833.0,-100.0,NY,0.0000000,Q2 2024,255808,0001595077,,,"10 EAST 53RD STREET, 34TH FLOOR", ,10022
Wealthfront advisers llc,PALO ALTO,CA,"",64127.0,291778.0,0.0009,0.0009,836,821,10927.0,20.5394737,CA,0.0177463,Q4 2023,139849,0001763921,,000148456,261 HAMILTON AVE, ,94301
Weiss asset management lp,BOSTON,MA,CALL,0.0,0.0,0.0,0.0941,"",138,-500000.0,-100.0,MA,N/A,Q3 2023,3132,0001357550,,,"222 BERKELEY STREET, 16TH FLOOR", ,02116
Wells fargo & company,SAN FRANCISCO,CA,"",156983.0,714272.0,0.0002,0.0001,3764,3780,33949.0,27.5931856,CA,0.0434429,Q1 2014,3140,0000072971,,,333 MARKET STREET, ,94105
Whitebox advisors llc,MINNEAPOLIS,MN,PUT,2200000.0,10010000.0,0.2729,0.2421,71,78,500000.0,29.4117647,MN,N/A,Q3 2023,3179,0001257391,411957584,000121995,3033 EXCELSIOR BLVD.,SUITE 500,55416
Winch advisory services  llc,APPLETON,WI,"",2.0,9.0,0.0,0.0,458,451,0.0,0.0,WI,0.0000006,Q1 2021,264317,0001585822,,,424 E WISCONSIN AVENUE, ,54911
Wolff wiese magana llc,CARSLBAD,CA,"",145.0,660.0,0.0005,0.0006,897,670,0.0,0.0,CA,0.0000401,Q2 2024,497800,0001832097,,000157620,2131 PALOMAR AIRPORT RD,SUITE 330,92011
Wolverine asset management llc,CHICAGO,IL,"",45066.0,205050.0,0.0022,0.0025,1017,976,0.0,0.0,IL,0.0124714,Q3 2023,3213,0001279891,,000138907,175 W. JACKSON,SUITE 340,60064
Wolverine trading  llc,CHICAGO,IL,CALL,645600.0,2905200.0,0.0031,0.0035,1424,1233,-25400.0,-3.7853949,IL,N/A,Q4 2020,343782,0000927337,,,175 W JACKSON,SUITE 200,60604
Wolverine trading  llc,CHICAGO,IL,PUT,470200.0,2115900.0,0.0022,0.0013,1654,2037,231100.0,96.6541196,IL,N/A,Q4 2020,343782,0000927337,,,175 W JACKSON,SUITE 200,60604
Wolverine trading  llc,CHICAGO,IL,"",362039.0,1629176.0,0.0017,0.0002,1876,3889,326742.0,925.6934017,IL,0.1001893,Q4 2020,343782,0000927337,,,175 W JACKSON,SUITE 200,60604
Wr wealth planners  llc,COLUMBIA,MO,"",235.0,1069.0,0.0003,0.0004,969,941,0.0,0.0,MO,0.0000650,Q1 2023,677453,0002031978,843688798,000306951,200 E. SOUTHAMPTON DRIVE,SUITE 101,65203
Xponance  inc.,PHILADELPHIA,PA,"",22212.0,101065.0,0.001,0.0009,1320,1249,4529.0,25.6121699,PA,0.0061469,Q2 2024,293331,0001637541,,,1845 WALNUT STREET,SUITE 800,19103
Xr securities llc,CHICAGO,IL,CALL,16300.0,74165.0,0.0216,0.0156,176,236,-800.0,-4.6783626,IL,N/A,Q2 2020,387532,0001531971,,000145357,550 WEST JACKSON BOULEVARD,SUITE 1000,60661
Xtx topco ltd,GEORGE TOWN,E9,"",106294.0,483638.0,0.035,,843,,106294.0,,E9,0.0294154,Q3 2024,513928,0001828301,,,190 ELGIN AVENUE,14-18 HANDYSIDE ST,KY1-9008
Zurcher kantonalbank (zurich cantonalbank),ZURICH,V8,"",61360.0,279188.0,0.0008,0.0007,1922,1964,15132.0,32.7334083,V8,0.0169805,Q3 2015,166318,0001368163,980477436,,BAHNHOFSTRASSE 9, ,8001
