Filer,City,State,"",Shares Held,Market Value,% of Portfolio,Prior % of Portfolio,Ranking,Prior Ranking,Change in shares,Percent Change,Filer State,% Ownership,Qtr first owned,filer_id,filer_cik,filer_irs_number,filer_crd,street_address,street_address2,zip_code
Qube research & technologies ltd,LONDON,X0,"",563330.0,2095588.0,0.0033,0.0162,1726,804,-798585.0,-58.6369193,X0,0.2139676,Q2 2023,401080,0001729829,,000304552,9 BRESSENDEN PLACE, ,SW1E 5BY
Quent capital  llc,NEW YORK,NY,"",434.0,1614.0,0.0002,0.0004,1255,1169,-1.0,-0.2298851,NY,0.0001648,Q4 2022,558519,0001912338,831888530,000308203,1120 AVENUE OF THE AMERICAS,4TH FLOOR,10036
Quintet private bank (europe) s.a.,LUXEMBOURG,N4,"",20.0,63.0,0.0,,230,,20.0,,N4,0.0000076,Q1 2023,633854,0001977290,,,43 BOULEVARD ROYAL, ,L-2449
Raymond james financial services advisors  inc.,ST. PETERSBURG,FL,"",18035.0,67090.0,0.0001,,3270,,18035.0,,FL,0.0068502,Q1 2024,56362,0001462284,,000149018,880 CARILLON PARKWAY, ,33716
Re dickinson investment advisors  llc,COUNCIL BLUFFS,IA,"",755.0,3000.0,0.0019,0.0013,192,204,387.0,105.1630435,IA,0.0002868,Q4 2021,556245,0001801241,421481540,,"535 W BROADWAY, SUITE 301", ,51503
Renaissance technologies llc,NEW YORK,NY,"",8700396.0,32365000.0,0.0509,0.0462,440,457,3818937.0,78.2335158,NY,3.3046393,Q3 2023,2414,0001037389,260385758,000106661,800 THIRD AVE, ,10022
Resources management corp,WEST HARTFORD,CT,"",118.0,0.0,0.0,0.0001,425,424,0.0,0.0,CT,0.0000448,Q3 2021,422855,0000749044,,,643 PROSPECT AVENUE, ,06105
Retirement group  llc,SAN DIEGO,CA,"",21.0,78.0,0.0,0.0001,815,799,0.0,0.0,CA,0.0000080,Q4 2021,501911,0001740491,205401152,000148296,5414 OBERLIN DR #220, ,92121
Rhumbline advisers,BOSTON,MA,"",174800.0,650222.0,0.0006,0.0011,2502,2208,-1454.0,-0.8249458,MA,0.0663936,Q2 2014,2426,0001115418,,000107151,265 FRANKLIN ST,21ST FLOOR,02110
Rise advisors  llc,ROCHESTER,NY,"",6.0,22.0,0.0,0.0001,1260,596,-21.0,-77.7777778,NY,0.0000023,Q4 2021,558184,0001831316,,,400 LINDEN OAKS SUITE 120, ,14625
Royal bank of canada,TORONTO, ,"",11142.0,41000.0,0.0,0.0,5626,5845,296.0,2.7291167, ,0.0042320,Q4 2014,2491,0001000275,,,ROYAL BANK PLAZA,200 BAY STREET,M5J 2J5
Russell investments group  ltd.,LONDON,WA,"",612.0,2277.0,0.0,0.0001,3056,2680,-4952.0,-89.0007189,WA,0.0002325,Q3 2021,356168,0001692234,,,REX HOUSE,10 REGENT STREET,SW1Y4PE
San luis wealth advisors llc,SAN LUIS OBISPO,CA,"",10294.0,38000.0,0.02,0.0266,46,58,0.0,0.0,CA,0.0039099,Q3 2023,499360,0001844709,,,735 TANK FARM ROAD,SUITE 264,93401
Sandy spring bank,OLNEY,MD,"",27.0,101.0,0.0,0.0,1209,1146,0.0,0.0,MD,0.0000103,Q1 2022,53060,0001457833,,,17801 GEORGIA AVENUE, ,20832
Schneider downs wealth management advisors  lp,PITTSBURGH,PA,"",0.0,0.0,,0.0294,"",117,-18446.0,-100.0,PA,0.0000000,Q4 2021,327022,0001665359,,000128591,"ONE PPG PLACE, SUITE 1700", ,15222
Schonfeld strategic advisors llc,NEW YORK,NY,"",20922.0,77828.0,0.0005,,1871,,20922.0,,NY,0.0079467,Q1 2024,336419,0001665241,,000281984,590 MADISON AVENUE,23RD FLOOR,10022
Seven eight capital  lp,NEW YORK,NY,"",0.0,0.0,,0.1175,"",249,-165941.0,-100.0,NY,0.0000000,Q4 2023,256629,0001575129,811493633,000170624,130 WEST 42ND STREET,20TH FLOOR,10036
Sg americas securities  llc,NEW YORK,NY,"",56220.0,209000.0,0.001,0.0104,1948,971,-125437.0,-69.0515642,NY,0.0213538,Q2 2019,2629,0001313360,,,245 PARK AVENUE, ,10167
Sherbrooke park advisers llc,WHITE PLAINS,NY,"",0.0,0.0,,0.0571,"",383,-19857.0,-100.0,NY,0.0000000,Q3 2023,624411,0001965377,,000323576,50 MAIN STREET,SUITE 1000,10606
Signaturefd  llc,ATLANTA,GA,"",42.0,156.0,0.0,0.0,3111,3048,4.0,10.5263158,GA,0.0000160,Q1 2021,50499,0001456048,,000112758,1230 PEACHTREE STREET,SUITE 1800,30309
Simplex trading  llc,CHICAGO,IL,CALL,3848700.0,14317000.0,0.0083,0.0197,904,519,-1379000.0,-26.3787134,IL,N/A,Q4 2014,121062,0001488542,,000153585,230 S. LASALLE STREET,SUITE 08-500,60604
Simplex trading  llc,CHICAGO,IL,PUT,1339000.0,4981000.0,0.0029,0.0059,1605,1139,-191100.0,-12.4893798,IL,N/A,Q3 2015,121062,0001488542,,000153585,230 S. LASALLE STREET,SUITE 08-500,60604
Skandinaviska enskilda banken ab (publ),STOCKHOLM,V7,"",0.0,0.0,,0.0001,"",908,-3077.0,-100.0,V7,0.0000000,Q2 2021,164832,0001534653,,,KUNGSTRADGARDSGATAN 8, ,106 40
Spotlight asset group  inc.,OAKBROOK TERRACE,IL,"",153.0,569.0,0.0004,0.0011,249,237,0.0,0.0,IL,0.0000581,Q2 2023,468965,0001809159,814792396,000288076,2 MID AMERICA PLAZA,SUITE 710,60181
Squarepoint ops llc,NEW YORK,NY,"",1001251.0,3724654.0,0.0064,0.0016,1665,2630,860713.0,612.4414749,NY,0.3803015,Q3 2021,297588,0001642575,,000172116,250 W. 55TH STREET,32ND FLOOR,10019
Squarepoint ops llc,NEW YORK,NY,PUT,0.0,0.0,,0.0004,"",3570,-34100.0,-100.0,NY,N/A,Q2 2023,297588,0001642575,,000172116,250 W. 55TH STREET,32ND FLOOR,10019
Squarepoint ops llc,NEW YORK,NY,CALL,0.0,0.0,,0.0004,"",3571,-34100.0,-100.0,NY,N/A,Q4 2023,297588,0001642575,,000172116,250 W. 55TH STREET,32ND FLOOR,10019
State board of administration of florida retirement system,TALLAHASSEE,FL,"",0.0,0.0,,0.001,"",1601,-82278.0,-100.0,FL,0.0000000,Q2 2020,2761,0000938076,596001872,,"1801 HERMITAGE BLVD, SUITE 100",P.O. BOX 13300,32317-3300
State of wisconsin investment board,MADISON,WI,"",68223.0,253790.0,0.0007,0.0013,2006,1798,-6837.0,-9.108713,WI,0.0259129,Q1 2021,2763,0000854157,,,"4703 MADISON YARDS WAY, SUITE 700", ,53705
State of wyoming,CHEYENNE,WY,"",9575.0,35619.0,0.0059,,1454,,9575.0,,WY,0.0036368,Q3 2023,555089,0001821626,,,122 WEST 25TH STREET, ,82002
State street corp,BOSTON,MA,"",3820030.0,14210512.0,0.0006,0.0006,2376,2450,1694683.0,79.7367677,MA,1.4509479,Q1 2014,2764,0000093751,,,1 CONGRESS STREET,SUITE 1,02114
Stephens consulting  llc,FLINT,MI,"",11.0,41.0,0.0,0.0,470,480,0.0,0.0,MI,0.0000042,Q2 2023,621327,0001961632,,000308970,5206 GATEWAY CENTRE,SUITE 300,48507
Steward partners investment advisory  llc,STAMFORD,CT,"",8.0,30.0,0.0,0.0,3540,3462,0.0,0.0,CT,0.0000030,Q3 2020,383910,0001723397,,000283004,400 ATLANTIC STREET,10TH FLOOR,06901-3512
Stifel financial corp,ST. LOUIS,MO,"",14381.0,53492.0,0.0001,0.0001,3255,3176,-269.0,-1.8361775,MO,0.0054623,Q4 2018,6756,0000720672,,,ATTN: JAMES G. LASCHOBER,501 N. BROADWAY,63102-2102
Summit global investments,BOUNTIFUL,UT,"",10430.0,39000.0,0.0029,,491,,10430.0,,UT,0.0039616,Q1 2024,358617,0001697953,,000157091,620 S. MAIN STREET, ,84010
Sunbelt securities  inc.,HOUSTON,TX,"",181.0,673.0,0.0001,0.0001,1609,1530,0.0,0.0,TX,0.0000687,Q1 2023,118959,0001632932,760472120,000042180,"2700 POST OAK BLVD, SUITE 1700", ,77056
Susquehanna fundamental investments  llc,BALA CYNWYD,PA,"",341496.0,1270365.0,0.0593,,308,,341496.0,,PA,0.1297092,Q1 2024,79831,0001446179,,,401 E. CITY AVENUE,SUITE 220,19004
Susquehanna international group  llp,BALA CYNWYD,PA,"",978005.0,3638179.0,0.0006,0.0002,4158,7179,827343.0,549.1384689,PA,0.3714720,Q2 2014,36674,0001446194,,,"401 CITY AVENUE, SUITE 220", ,19004
Susquehanna international group  llp,BALA CYNWYD,PA,PUT,2230000.0,8295600.0,0.0014,0.0053,2887,1472,-2285200.0,-50.6112686,PA,N/A,Q1 2015,36674,0001446194,,,"401 CITY AVENUE, SUITE 220", ,19004
Susquehanna international group  llp,BALA CYNWYD,PA,CALL,7521100.0,27978492.0,0.0049,0.033,1470,454,-20838100.0,-73.4791531,PA,N/A,Q2 2014,36674,0001446194,,,"401 CITY AVENUE, SUITE 220", ,19004
Swiss national bank,ZURICH,V8,"",390891.0,1454115.0,0.001,0.0018,2018,1729,0.0,0.0,V8,0.1484707,Q2 2014,222919,0001582202,,,BOERSENSTRASSE 15,P.O. BOX 2800,CH-8022
Symmetry investments lp,ST HELIER, ,"",11300.0,42036.0,0.0025,,164,,11300.0,, ,0.0042920,Q1 2024,499293,0001691919,,000017148,"10 LE CAPELAIN HOUSE, CASTLE QUAY",LA RUE DE L ETAU,JE2 3EH
Taconic capital advisors lp,NEW YORK,NY,"",0.0,0.0,0.0,0.0124,"",65,-30000.0,-100.0,NY,0.0000000,Q4 2023,2846,0001390113,,000137295,"280 PARK AVENUE, 5TH FLOOR", ,10017
Td waterhouse canada inc.,TORONTO,A6,"",0.0,0.0,,0.0,"",1619,-52.0,-100.0,A6,0.0000000,Q4 2022,651386,0001999606,,,66 WELLINGTON STREET WEST,"15TH FLOOR, TD TOWER",M5K 1A2
Thurston  springer  miller  herd & titak  inc.,INDIANAPOLIS,IN,"",206.0,766.0,0.0003,,156,,206.0,,IN,0.0000782,Q1 2024,148448,0000319933,,,9000 KEYSTONE CROSSING,SUITE 700,46240-2142
Tidal investments llc,MILWAUKEE,WI,"",20021.0,74478.0,0.0012,0.0026,1622,1385,2076.0,11.5686821,WI,0.0076045,Q1 2021,257481,0001600064,,000164201,234 WEST FLORIDA STREET,SUITE 203,53204
Total investment management inc,SCOTTSDALE,AZ,CALL,0.0,0.0,,0.0002,"",73,-19500.0,-100.0,AZ,N/A,Q4 2023,358259,0001068804,,000108818,9383 E BAHIA DR #120, ,85260
Tower research capital llc (trc),NEW YORK,NY,"",5002.0,18607.0,0.0004,0.0008,3062,3001,-4943.0,-49.7033685,NY,0.0018999,Q1 2019,200473,0001533421,,,120 BROADWAY,38TH FLOOR,10271
Tradewinds capital management  llc,BELLINGHAM,WA,"",10.0,38.0,0.0,0.0,543,464,0.0,0.0,WA,0.0000038,Q1 2021,272339,0001616026,,000145934,2211 RIMLAND DRIVE,SUITE 401,98226
Traynor capital management  inc.,MALVERN,PA,"",18695.0,69545.0,0.006,0.0118,252,215,0.0,0.0,PA,0.0071009,Q2 2021,328286,0001666786,,000138881,418 E KING STREET, ,19355
Treasurer of the state of north carolina,RALEIGH,NC,"",109952.0,409000.0,0.0018,0.0026,993,994,22030.0,25.0562999,NC,0.0417627,Q2 2021,434664,0001761054,,,3200 ATLANTIC AVENUE, ,27604
Truist financial corp,CHARLOTTE,NC,"",12412.0,46173.0,0.0001,0.0001,2585,2573,-1965.0,-13.6676636,NC,0.0047144,Q4 2023,317,0000092230,,,214 NORTH TRYON STREET, ,28202
Truvestments capital llc,SARASOTA,FL,"",2.0,7.0,0.0,0.0,723,790,0.0,0.0,FL,0.0000008,Q4 2023,415406,0001750405,,000291297,5391 LAKEWOOD RANCH BLVD,SUITE #303,34240
Tsfg  llc,LAKE FOREST,IL,"",2500.0,9000.0,0.0023,0.0047,485,445,0.0,0.0,IL,0.0009496,Q4 2021,461704,0001800513,,,1052 N WESTERN AVE, ,60045
Tucker asset management llc,LITTLETON,CO,"",11.0,41.0,0.0,0.0,1429,1254,0.0,0.0,CO,0.0000042,Q3 2023,633701,0001870012,472909656,000174844,1520 WEST CANAL COURT,SUITE 100,80120
Twinbeech capital lp,PURCHASE,NY,"",343140.0,1276481.0,0.0263,,395,,343140.0,,NY,0.1303336,Q1 2024,464032,0001769646,,000298583,2 MANHATTANVILLE RD,SUITE 105,10577
Two sigma advisers  lp,NEW YORK,NY,"",60245.0,224111.0,0.0005,0.0006,2179,2145,16895.0,38.9734717,NY,0.0228826,Q1 2021,107419,0001478735,,000152254,100 AVENUE OF THE AMERICAS,16TH FLOOR,10013
Two sigma securities  llc,NEW YORK,NY,"",0.0,0.0,0.0,0.0024,"",2194,-40239.0,-100.0,NY,0.0000000,Q3 2022,120133,0001450144,,000148960,100 AVENUE OF THE AMERICAS,2ND FLOOR,10013
Ubs am  a distinct business unit of ubs asset management americas llc,CHICAGO,IL,"",173793.0,648248.0,0.0002,0.0004,2203,1990,0.0,0.0,IL,0.0660112,Q2 2014,3011,0000861177,,,ONE NORTH WACKER DRIVE, ,60606
Ubs group ag,ZURICH,V8,"",0.0,0.0,0.0,0.0002,"",4999,-93840.0,-100.0,V8,0.0000000,Q1 2014,3010,0001610520,,,BAHNHOFSTRASSE 45, ,CH-8001
Us bancorp de,MINNEAPOLIS,MN,"",209.0,777.0,0.0,0.0,3833,3774,-4.0,-1.8779343,MN,0.0000794,Q1 2021,3032,0000036104,410255900,,U.S. BANCORP,800 NICOLLET MALL,55402-7020
Utah retirement systems,SALT LAKE CITY,UT,"",13596.0,50577.0,0.0006,0.0009,967,982,2600.0,23.6449618,UT,0.0051641,Q1 2022,192073,0001548392,,,540 EAST 200 SOUTH, ,84102
Vanguard group inc,MALVERN,PA,"",24804669.0,92273368.0,0.0018,0.0027,1907,1749,4617007.0,22.8704394,PA,9.4214657,Q1 2014,3049,0000102909,,000105958,100 VANGUARD BLVD,V26,19355
Verition fund management llc,GREENWICH,CT,CALL,0.0,0.0,,0.0037,"",1538,-77700.0,-100.0,CT,N/A,Q1 2023,49733,0001454027,,000156610,ONE AMERICAN LANE, ,06831
Verition fund management llc,GREENWICH,CT,PUT,0.0,0.0,,0.0014,"",2060,-30000.0,-100.0,CT,N/A,Q4 2022,49733,0001454027,,000156610,ONE AMERICAN LANE, ,06831
Verition fund management llc,GREENWICH,CT,"",0.0,0.0,,0.0013,"",2085,-26660.0,-100.0,CT,0.0000000,Q3 2023,49733,0001454027,,000156610,ONE AMERICAN LANE, ,06831
Victory capital management inc,SAN ANTONIO,TX,"",34497.0,128329.0,0.0001,0.0002,2272,2261,7838.0,29.4009528,TX,0.0131029,Q4 2020,79158,0001040188,,,15935 LA CANTERA PARKWAY, ,78256
Virtu financial llc,NEW YORK,NY,"",0.0,0.0,0.0,0.016,"",821,-33004.0,-100.0,NY,0.0000000,Q2 2022,156356,0001533964,,,1633 BROADWAY,41ST FLOOR,10019
Voya investment management llc,ATLANTA,GA,"",29566.0,109986.0,0.0001,0.0002,2610,2654,4731.0,19.0497282,GA,0.0112299,Q1 2014,93899,0001068837,,000108934,5780 POWERS FERRY RD,SUITE 300,30327
Waldron private wealth llc,BRIDGEVILLE,PA,"",11612.0,43196.0,0.0019,,421,,11612.0,,PA,0.0044105,Q1 2024,255043,0001598180,,,44 ABELE ROAD,SUITE 400,15017
Walleye capital llc,NEW YORK,NY,CALL,85500.0,318060.0,0.0006,0.0032,3614,2009,-160500.0,-65.2439024,NY,N/A,Q3 2022,422642,0001758720,,000161413,315 PARK AVE S FLOOR 18, ,10010
Walleye capital llc,NEW YORK,NY,PUT,53100.0,197532.0,0.0004,0.0013,3988,2806,-43300.0,-44.9170124,NY,N/A,Q3 2022,422642,0001758720,,000161413,315 PARK AVE S FLOOR 18, ,10010
Walleye capital llc,NEW YORK,NY,"",31611.0,117593.0,0.0002,,4303,,31611.0,,NY,0.0120067,Q1 2024,422642,0001758720,,000161413,315 PARK AVE S FLOOR 18, ,10010
Walleye trading llc,NEW YORK,NY,CALL,239200.0,889824.0,0.0019,0.0022,2342,2439,70400.0,41.7061611,NY,N/A,Q1 2016,3091,0001388391,,000136196,315 PARK AVE S FLOOR 18, ,10010
Walleye trading llc,NEW YORK,NY,PUT,88700.0,329964.0,0.0007,0.0018,3117,2641,-47400.0,-34.8273328,NY,N/A,Q3 2020,3091,0001388391,,000136196,315 PARK AVE S FLOOR 18, ,10010
Walleye trading llc,NEW YORK,NY,"",0.0,0.0,,0.0005,"",3720,-35606.0,-100.0,NY,0.0000000,Q3 2023,3091,0001388391,,000136196,315 PARK AVE S FLOOR 18, ,10010
Wealthfront advisers llc,PALO ALTO,CA,"",27647.0,102847.0,0.0004,0.0005,856,850,6267.0,29.3124415,CA,0.0105011,Q4 2023,139849,0001763921,,000148456,261 HAMILTON AVE, ,94301
Weiss asset management lp,BOSTON,MA,PUT,0.0,0.0,,0.0438,"",160,-150000.0,-100.0,MA,N/A,Q4 2023,3132,0001357550,,,"222 BERKELEY STREET, 16TH FLOOR", ,02116
Weiss asset management lp,BOSTON,MA,CALL,1000000.0,3720000.0,0.1279,,135,,1000000.0,,MA,N/A,Q3 2023,3132,0001357550,,,"222 BERKELEY STREET, 16TH FLOOR", ,02116
Wells fargo & company,SAN FRANCISCO,CA,"",2717.0,10107.0,0.0,0.0,5759,5765,634.0,30.4368699,CA,0.0010320,Q1 2014,3140,0000072971,,,333 MARKET STREET, ,94105
Whitebox advisors llc,MINNEAPOLIS,MN,PUT,700000.0,2604000.0,0.0647,0.0587,104,104,350000.0,100.0,MN,N/A,Q3 2023,3179,0001257391,411957584,000121995,3033 EXCELSIOR BLVD.,SUITE 500,55416
Whitebox advisors llc,MINNEAPOLIS,MN,"",212708.0,791274.0,0.0196,0.0041,138,136,188467.0,777.4720515,MN,0.0807921,Q4 2023,3179,0001257391,411957584,000121995,3033 EXCELSIOR BLVD.,SUITE 500,55416
Winch advisory services  llc,APPLETON,WI,"",2.0,7.0,0.0,0.0,444,437,0.0,0.0,WI,0.0000008,Q1 2021,264317,0001585822,,,424 E WISCONSIN AVENUE, ,54911
Wolverine asset management llc,CHICAGO,IL,"",38511.0,143260.0,0.0016,0.002,1006,1027,0.0,0.0,IL,0.0146275,Q3 2023,3213,0001279891,,000138907,175 W. JACKSON,SUITE 340,60064
Wolverine trading  llc,CHICAGO,IL,CALL,401800.0,1494696.0,0.0015,0.0025,1842,1573,7300.0,1.8504436,IL,N/A,Q4 2020,343782,0000927337,,,175 W JACKSON,SUITE 200,60604
Wolverine trading  llc,CHICAGO,IL,PUT,137900.0,512988.0,0.0005,0.0015,2820,1933,-103700.0,-42.9221854,IL,N/A,Q4 2020,343782,0000927337,,,175 W JACKSON,SUITE 200,60604
Wolverine trading  llc,CHICAGO,IL,"",0.0,0.0,,0.0003,"",3548,-45329.0,-100.0,IL,0.0000000,Q4 2020,343782,0000927337,,,175 W JACKSON,SUITE 200,60604
Wr wealth planners  llc,COLUMBIA,MO,"",235.0,874.0,0.0003,,984,,235.0,,MO,0.0000893,Q1 2023,677453,0002031978,843688798,000306951,200 E. SOUTHAMPTON DRIVE,SUITE 101,65203
Xr securities llc,CHICAGO,IL,CALL,19200.0,71424.0,0.0022,0.0071,329,388,-11500.0,-37.4592834,IL,N/A,Q2 2020,387532,0001531971,,000145357,550 WEST JACKSON BOULEVARD,SUITE 1000,60661
Xr securities llc,CHICAGO,IL,PUT,0.0,0.0,,0.0029,"",393,-12700.0,-100.0,IL,N/A,Q3 2020,387532,0001531971,,000145357,550 WEST JACKSON BOULEVARD,SUITE 1000,60661
Y-intercept (hong kong) ltd,HONG KONG, ,"",169413.0,630216.0,0.0475,,597,,169413.0,, ,0.0643475,Q1 2024,499313,0001772875,,000299916,"SUITES 701-702 & 712-716, 7TH FLOOR","ONE IFC, 1 HARBOUR VIEW STREET, CENTRAL",000000
Zurcher kantonalbank (zurich cantonalbank),ZURICH,V8,"",40326.0,150013.0,0.0005,0.0009,2208,1968,0.0,0.0,V8,0.0153169,Q3 2015,166318,0001368163,980477436,,BAHNHOFSTRASSE 9, ,8001
