Filer,City,State,"",Shares Held,Market Value,% of Portfolio,Prior % of Portfolio,Ranking,Prior Ranking,Change in shares,Percent Change,Filer State,% Ownership,Qtr first owned,filer_id,filer_cik,filer_irs_number,filer_crd,street_address,street_address2,zip_code
Lido advisors  llc,LOS ANGELES,CA,"",1081.0,54159.0,0.0005,,1111,,1081.0,,CA,0.0021059,Q1 2023,366433,0001650150,,000269866,1875 CENTURY PARK EAST,SUITE 950,90067
Lindbrook capital  llc,CALABASAS,CA,"",41.1,2059.0,0.0002,0.0005,2232,1890,-66.1,-61.6604478,CA,0.0000801,Q2 2021,430627,0001767045,,000155812,23975 PARK SORRENTO,STE. 230,91302
Lmr partners llp,LONDON,X0,PUT,146190.0,7324119.0,0.1135,0.0934,205,255,24080.0,19.7199247,X0,N/A,Q3 2022,262724,0001578621,,000159639,"9TH FLOOR, DEVONSHIRE HOUSE",MAYFAIR PLACE,W1J 8AJ
Lowe wealth advisors  llc,COLUMBIA,MD,"",10.0,501.0,0.0003,0.0002,329,339,0.0,0.0,MD,0.0000195,Q1 2021,315577,0001574010,,000157906,6230 OLD DOBBIN LANE; SUITE 170, ,21045
Lpl financial llc,SAN DIEGO,CA,"",29095.6,1457690.0,0.0011,0.0002,2429,3796,22849.5,365.8202718,CA,0.0566801,Q3 2017,1705,0001403438,,000006413,4707 EXECUTIVE DRIVE, ,92121
M&t bank corp,BUFFALO,NY,"",2523.3,126887.0,0.0005,0.0002,1543,1582,1323.6,110.3275819,NY,0.0049156,Q2 2022,1755,0000036270,,,C/O LEGAL,ONE M&T PLAZA,14203
Machina capital s.a.s.,PARIS, ,"",513.0,25701.0,0.0226,,371,,513.0,, ,0.0009994,Q1 2023,434742,0001744373,,000289445,"10, RUE DE CASTIGLIONE", ,75001
Manchester capital management llc,MANCHESTER,VT,"",0.0,0.0,,0.0,"",972,-5.0,-100.0,VT,0.0000000,Q1 2021,208343,0001393389,,000110003,3657 MAIN STREET,PO BOX 416,05254
Manufacturers life insurance company  the,CANADA,A6,"",1866.9,93532.0,0.0001,0.0001,2758,2842,-147.3,-7.3130772,A6,0.0036368,Q1 2014,1783,0000928047,,,200 BLOOR STREET EAST,TORONTO ONTARIO,M4W 1E5
Marathon trading investment management llc,RADNOR,PA,PUT,342770.0,17172777.0,1.256,0.5724,22,41,228500.0,199.9649952,PA,N/A,Q1 2021,288665,0001572748,,,FOUR RADNOR CORPORATE CENTER,SUITE 255,19087
Marathon trading investment management llc,RADNOR,PA,CALL,187020.0,9369702.0,0.6853,0.2996,31,53,127200.0,212.6379137,PA,N/A,Q3 2021,288665,0001572748,,,FOUR RADNOR CORPORATE CENTER,SUITE 255,19087
Mariner  llc,OVERLAND PARK,KS,"",1450.1,73000.0,0.0002,0.0002,2625,2595,-0.1,-0.0068956,KS,0.0028249,Q1 2022,60278,0001373442,,,5700 W. 112TH STREET,SUITE 500,66211
Marshall wace  llp,LONDON,X0,"",0.0,0.0,,0.0033,"",1898,-36480.8,-100.0,X0,0.0000000,Q2 2022,1807,0001318757,000000000,000160885,GEORGE HOUSE,131 SLOANE STREET,SW1X 9AT
Maryland state retirement & pension system,BALTIMORE,MD,"",3977.6,199278.0,0.0044,0.0047,1475,1476,0.0,0.0,MD,0.0077486,Q2 2022,499096,0001795552,,,120 E. BALTIMORE STREET, ,21202
Maven securities ltd,ST HELIER,Y9,CALL,0.0,0.0,,0.0047,"",787,-5000.0,-100.0,Y9,N/A,Q4 2022,358239,0001633046,,,28 ESPLANADE, ,JE1 8SB
Maven securities ltd,ST HELIER,Y9,PUT,127500.0,6387750.0,0.1331,,110,,127500.0,,Y9,N/A,Q1 2023,358239,0001633046,,,28 ESPLANADE, ,JE1 8SB
Mcf advisors llc,COVINGTON,KY,"",295.0,14780.0,0.0014,0.0007,519,571,130.7,79.5496044,KY,0.0005747,Q1 2021,264156,0001602905,,000130372,50 E RIVERCENTER BLVD.,SUITE 300,41011
Mcilrath & eck  llc,ARLINGTON,WA,"",10.0,501.0,0.0001,,876,,10.0,,WA,0.0000195,Q1 2023,395566,0001701714,,000145252,3325 SMOKEY POINT DRIVE,SUITE 201,98223
Medici capital llc,NEWPORT BEACH,CA,"",0.0,0.0,,0.3927,"",5,-9733.0,-100.0,CA,0.0000000,Q4 2022,624621,0001777234,,000008394,520 NEWPORT CENTER DRIVE,SUITE 620,92660
Meeder asset management inc,DUBLIN,OH,"",0.0,0.0,,0.0003,"",716,-88.8,-100.0,OH,0.0000000,Q4 2022,1866,0000809443,,000105794,6125 MEMORIAL DRIVE, ,43017
Melqart asset management (uk) ltd,LONDON,X0,PUT,0.0,0.0,,1.6341,"",26,-475000.0,-100.0,X0,N/A,Q4 2022,392364,0001712901,,000287888,5 ST JAMES'S SQUARE, ,SW1Y 4JU
Mercer global advisors inc,DENVER,CO,"",0.0,0.0,,0.0002,"",1866,-1133.0,-100.0,CO,0.0000000,Q4 2022,436641,0000853758,,,1200 17TH STREET,SUITE 500,80202
Metlife investment management  llc,WHIPPANY,NJ,"",1070.4,53627.0,0.0004,0.0003,2714,2772,2.3,0.2153356,NJ,0.0020852,Q4 2017,149931,0001529735,,000142463,ONE METLIFE WAY, ,07981
Mgo private wealth  llc,IRVINE,CA,"",2559.1,128211.0,0.1005,0.0475,72,126,-0.5,-0.0195343,CA,0.0049853,Q3 2022,613923,0001952532,,,111 PACIFICA,SUITE 300,92618
Millennium management llc,NEW YORK,NY,"",209916.6,10517000.0,0.006,0.0012,1911,3526,158530.2,308.5061417,NY,0.4089311,Q1 2014,1909,0001273087,,,399 PARK AVENUE, ,10022
Millennium management llc,NEW YORK,NY,PUT,754060.0,37552000.0,0.0215,0.0002,873,4852,742720.0,6549.5590829,NY,N/A,Q3 2022,1909,0001273087,,,399 PARK AVENUE, ,10022
Millennium management llc,NEW YORK,NY,CALL,165790.0,8306000.0,0.0048,,2139,,165790.0,,NY,N/A,Q1 2023,1909,0001273087,,,399 PARK AVENUE, ,10022
Miller wealth advisors  llc,RIDGEWAY,CO,"",0.0,0.0,,0.0097,"",46,-175.8,-100.0,CO,0.0000000,Q2 2022,603061,0001908158,,000171329,45 WHITE HOUSE VISTA PLACE, ,81432
Minichmacgregor wealth management  llc,SARATOGA SPRINGS,NY,"",0.0,0.0,,0.0002,"",675,-10.3,-100.0,NY,0.0000000,Q4 2022,409387,0001744318,270952089,000151237,21 CONGRESS STREET,SUITE 203,12866
Moisand fitzgerald tamayo  llc,ORLANDO,FL,"",3.0,151.0,0.0,0.0,762,754,0.0,0.0,FL,0.0000058,Q1 2021,327779,0001649107,,,300 SOUTH ORANGE AVENUE,SUITE 1170,32801
Money concepts capital corp,PALM BEACH GARDENS,FL,"",0.0,0.0,,0.0004,"",2131,-194.4,-100.0,FL,0.0000000,Q4 2022,113990,0000716851,592268067,000012963,11440 JOG ROAD, ,33418
Morgan stanley,NEW YORK,NY,"",86960.8,4356737.0,0.0005,0.0006,3896,3774,-34771.2,-28.5637302,NY,0.1694053,Q1 2014,1947,0000895421,,,1585 BROADWAY, ,10036
National bank of canada,MONTREAL,A8,PUT,801.5,4015515.0,0.0099,0.0082,650,750,13.7,1.7390201,A8,N/A,Q4 2021,84881,0000926171,,,NATIONAL BANK PLACE,800 SAINT-JACQUES STREET,H3C 1A3
National bank of canada,MONTREAL,A8,CALL,640.0,3206400.0,0.0079,0.0238,726,443,-1660.0,-72.173913,A8,N/A,Q4 2021,84881,0000926171,,,NATIONAL BANK PLACE,800 SAINT-JACQUES STREET,H3C 1A3
National bank of canada,MONTREAL,A8,"",21277.0,1065976.0,0.0026,0.0034,1033,993,-11520.0,-35.1251639,A8,0.0414490,Q4 2021,84881,0000926171,,,NATIONAL BANK PLACE,800 SAINT-JACQUES STREET,H3C 1A3
Natixis,PARIS,I0,"",0.0,0.0,,0.0,"",1055,-3.4,-100.0,I0,0.0000000,Q3 2022,1979,0001274981,000000000,,"7, PROMENADE GERMAINE SABLON", ,75013
Natixis,PARIS,I0,CALL,5000.0,250500.0,0.0023,,722,,5000.0,,I0,N/A,Q3 2022,1979,0001274981,000000000,,"7, PROMENADE GERMAINE SABLON", ,75013
New england capital financial advisors llc,MERIDEN,CT,"",10.0,501.0,0.0004,0.0004,398,394,0.0,0.0,CT,0.0000195,Q4 2022,623048,0001964652,,000109203,79 MAIN STREET, ,06451
New millennium group llc,SANDY,UT,"",6.6,331.0,0.0003,0.0003,402,442,0.0,0.0,UT,0.0000129,Q2 2022,556192,0001909654,,000299249,10050 SOUTH STATE STREET, ,84070
New york state common retirement fund,ALBANY,NY,"",50770.0,2543577.0,0.0034,0.003,1445,1577,-3550.0,-6.5353461,NY,0.0989032,Q2 2015,1999,0000810265,,,OFFICE OF THE STATE COMPTROLLER,"14TH FLOOR, 110 STATE STREET",12236
Newedge advisors  llc,NEW ORLEANS,LA,"",165.5,8292.0,0.0001,0.0003,2620,2296,-256.9,-60.8191288,LA,0.0003224,Q4 2022,289067,0001633516,,,858 CAMP STREET, ,70130
Ninepointtwo capital llc,LOS ANGELES,CA,"",5853.1,293000.0,0.1105,,48,,5853.1,,CA,0.0114022,Q1 2023,501293,0001824516,824646087,000297270,"1901 AVENUE OF THE STARS, SUITE #1100", ,90067
Nisa investment advisors  llc,ST. LOUIS,MO,"",4770.0,239000.0,0.0019,0.0016,1268,1370,-150.0,-3.0487805,MO,0.0092923,Q1 2016,2014,0000937615,,000107313,7676 FORSYTH BLVD SUITE 1100,SUITE 1100,63105
Nomura asset management company ltd,TOKYO, ,"",0.0,0.0,0.0,0.0,"",1490,-130.0,-100.0, ,0.0000000,Q3 2021,2019,0001055964,,000110814,TOYOSU BAYSIDE CROSS TOWER,"2-2-1, TOYOSU, KOTO-KU",135-0061
Nomura holdings inc,TOKYO, ,PUT,385500.0,19313550.0,0.0615,0.0118,206,639,314500.0,442.9577465, ,N/A,Q3 2022,2021,0001163653,,,1-13-1 NIHONBASHI,CHUO-KU,103-8645
Nomura holdings inc,TOKYO, ,CALL,0.0,0.0,,0.0166,"",551,-100000.0,-100.0, ,N/A,Q4 2022,2021,0001163653,,,1-13-1 NIHONBASHI,CHUO-KU,103-8645
Nomura holdings inc,TOKYO, ,"",0.0,0.0,,0.0002,"",1249,-1091.5,-100.0, ,0.0000000,Q2 2022,2021,0001163653,,,1-13-1 NIHONBASHI,CHUO-KU,103-8645
Northern trust corp,CHICAGO,IL,"",222852.4,11164905.0,0.0022,0.002,1940,2044,-11684.3,-4.9818642,IL,0.4341309,Q1 2014,2043,0000073124,,000160034,50 S LASALLE ST, ,60603
Northwestern mutual wealth management company,MILWAUKEE,WI,"",46.2,2315.0,0.0,0.0,2913,2697,-90.3,-66.1538462,WI,0.0000900,Q3 2019,2050,0001141802,,000153528,720 EAST WISCONSIN AVENUE, ,53202
Nuveen asset management  llc,CHICAGO,IL,"",157730.8,7902000.0,0.0029,0.0025,1629,1765,-689.6,-0.4352975,IL,0.3072698,Q2 2019,132953,0001521019,,000155584,333 W. WACKER DRIVE, ,60606
Nvwm  llc,YARDLEY,PA,"",10.0,501.0,0.0002,0.0001,416,407,0.0,0.0,PA,0.0000195,Q4 2021,395271,0001697274,201813672,,820 TOWNSHIP LINE ROAD,SUITE 100,19067
Old well partners  llc,CHARLOTTE,NC,PUT,15380.0,7705380.0,5.7439,,5,,15380.0,,NC,N/A,Q1 2023,464033,0001802131,,000285195,"1910 SOUTH BLVD, SUITE 200", ,28203
Operose advisors llc,MILWAUKEE,WI,"",3.5,175.0,0.0001,0.0001,340,355,0.0,0.0,WI,0.0000068,Q4 2021,556175,0001909750,,000287465,"731 N. WATER STREET, SUITE 790", ,53202
Osaic holdings  inc.,SCOTTSDALE,AZ,"",12490.1,626636.0,0.0012,0.001,2898,3013,205.7,1.6744815,AZ,0.0243315,Q2 2016,343642,0001677044,,,18700 HAYDEN RD.,SUITE 255,85225
Ossiam,PARIS,I0,"",0.0,0.0,,0.0005,"",703,-490.0,-100.0,I0,0.0000000,Q3 2022,431405,0001767471,,,6 PLACE DE LA MADELEINE, ,75008
Pacer advisors  inc.,MALVERN,PA,PRN,0.0,0.0,,0.001,"",1335,-37000.0,-100.0,PA,N/A,Q1 2022,272420,0001616667,,,500 CHESTERFIELD PARKWAY, ,19355
Pacifica partners inc.,SURREY,Z4,"",4.0,194.0,0.0001,0.0001,484,459,0.0,0.0,Z4,0.0000078,Q2 2021,462618,0001799900,,000162313,5455 152 STREET,SUITE 213,V3S 5A5
Parallax volatility advisers  l.p.,SAN FRANCISCO,CA,CALL,122800.0,6152280.0,0.0126,0.0076,774,1033,2500.0,2.078138,CA,N/A,Q1 2021,133020,0001521001,,000158143,101 MONTGOMERY STREET,SUITE 700,94104
Parallax volatility advisers  l.p.,SAN FRANCISCO,CA,"",3088.6,154739.0,0.0003,0.0009,2038,1838,-11310.3,-78.5497503,CA,0.0060168,Q3 2021,133020,0001521001,,000158143,101 MONTGOMERY STREET,SUITE 700,94104
Parallax volatility advisers  l.p.,SAN FRANCISCO,CA,PUT,0.0,0.0,,0.0015,"",1661,-24000.0,-100.0,CA,N/A,Q2 2021,133020,0001521001,,000158143,101 MONTGOMERY STREET,SUITE 700,94104
Parallel advisors  llc,SAN FRANCISCO,CA,"",24.2,1216.0,0.0,0.0003,2910,2266,-117.9,-82.9697396,CA,0.0000471,Q1 2017,358397,0001690010,,000140800,150 SPEAR STREET,SUITE 1600,94105
Park west asset management llc,SAN FRANCISCO,CA,"",0.0,0.0,,0.0099,"",42,-2500.0,-100.0,CA,0.0000000,Q4 2022,2166,0001386928,,000157660,"1 LETTERMAN DRIVE, SUITE C5-900", ,94129
Parkside financial bank & trust,SAINT LOUIS,MO,"",1085.7,54394.0,0.0146,0.0003,555,1826,1058.2,3848.0,MO,0.0021150,Q1 2022,104696,0001455267,,,8112 MARYLAND AVE,SUITE 101,63105
Pathway financial advisers  llc,AUBURN,IN,"",0.0,0.0,,0.0,"",562,-0.2,-100.0,IN,0.0000000,Q4 2022,671519,0002024152,,,4571 CO RD 35, ,46706
Peak6 investments llc,CHICAGO,IL,CALL,0.0,0.0,,0.0017,"",2949,-7370.0,-100.0,IL,N/A,Q1 2021,2188,0001756111,384087834,,"141 W. JACKSON, SUITE 500", ,60604
Peak6 investments llc,CHICAGO,IL,"",0.0,0.0,,0.0003,"",3897,-1101.1,-100.0,IL,0.0000000,Q3 2018,2188,0001756111,384087834,,"141 W. JACKSON, SUITE 500", ,60604
Peapack gladstone financial corp,BEDMINSTER,NJ,"",1070.0,54000.0,0.001,,691,,1070.0,,NJ,0.0020844,Q1 2023,2189,0001050743,223537895,,500 HILLS DRIVE, ,07921
Pearl river capital  llc,NILES,MI,"",5910.8,296131.0,0.047,0.0652,410,368,-3530.3,-37.3928885,MI,0.0115146,Q4 2022,430735,0001714260,812920144,001714260,2003 MORRIS DRIVE, ,49120
Pentwater capital management lp,NAPLES,FL,PUT,2263970.0,113424897.0,1.0972,0.2078,19,51,1972970.0,677.9965636,FL,N/A,Q4 2022,2208,0001425851,,,1001 10TH AVENUE SOUTH,SUITE 216,34102
Pentwater capital management lp,NAPLES,FL,"",750.0,37575.0,0.0004,0.0132,143,105,-17740.0,-95.9437534,FL,0.0014610,Q4 2022,2208,0001425851,,,1001 10TH AVENUE SOUTH,SUITE 216,34102
Pentwater capital management lp,NAPLES,FL,CALL,5550.0,278055.0,0.0027,,138,,5550.0,,FL,N/A,Q1 2023,2208,0001425851,,,1001 10TH AVENUE SOUTH,SUITE 216,34102
Pictet asset management sa,GENEVA 73,V8,"",5850.8,293125.0,0.0004,0.0003,1500,1626,0.0,0.0,V8,0.0113977,Q3 2021,79561,0001361570,,,60 ROUTE DE ACACIAS, ,1211
Picton mahoney asset management,TORONTO,A6,PUT,80000.0,4000.0,0.0002,,468,,80000.0,,A6,N/A,Q1 2023,208295,0001539041,,,"33 YONGE STREET, SUITE 320", ,M5E 1G4
Piershale financial group  inc.,BARRINGTON,IL,"",8.0,401.0,0.0003,0.0003,292,295,0.0,0.0,IL,0.0000156,Q4 2022,184193,0001554815,364406135,,"1531 S. GROVE AVE, SUITE 206", ,60010
Pittenger & anderson inc,LINCOLN,NE,"",16.0,802.0,0.0,0.0,420,418,0.0,0.0,NE,0.0000312,Q2 2021,2266,0001034886,,,5533 SOUTH 27TH,STE 201,68512
Plante moran financial advisors  llc,SOUTHFIELD,MI,"",0.0,0.0,,0.0,"",812,-5.0,-100.0,MI,0.0000000,Q1 2021,25973,0001424717,383123123,,3000 TOWN CENTER DR.,SUITE 100,48075
Pnc financial services group  inc.,PITTSBURGH,PA,"",1061.5,53181.0,0.0,0.0,2956,3034,-62.5,-5.5604982,PA,0.0020679,Q1 2014,2276,0000713676,,,THE TOWER AT PNC PLAZA,300 FIFTH AVENUE,15222-2401
Prelude capital management  llc,NEW YORK,NY,CALL,0.0,0.0,,0.0122,"",906,-5750.0,-100.0,NY,N/A,Q2 2020,2734,0001387508,,000158105,"600 LEXINGTON AVENUE, 20TH FLOOR", ,10022
Prelude capital management  llc,NEW YORK,NY,"",19927.0,292927.0,0.0175,0.0095,653,990,6979.2,53.9025935,NY,0.0388191,Q3 2022,2734,0001387508,,000158105,"600 LEXINGTON AVENUE, 20TH FLOOR", ,10022
Prelude capital management  llc,NEW YORK,NY,PUT,4590.0,229959.0,0.0138,0.0032,790,1117,3060.0,200.0,NY,N/A,Q1 2020,2734,0001387508,,000158105,"600 LEXINGTON AVENUE, 20TH FLOOR", ,10022
Price t rowe associates inc,BALTIMORE,MD,"",28427.5,1425000.0,0.0002,0.0002,1609,1695,55.1,0.1942028,MD,0.0553786,Q4 2020,2299,0000080255,520556948,,1307 POINT STREET, ,21231
Principal financial group inc,DES MOINES,IA,"",5137.4,257384.0,0.0002,0.0002,2125,2195,214.5,4.3571878,IA,0.0100080,Q2 2019,2304,0001126328,,000139897,711 HIGH STREET, ,50392
Private trust company na,CLEVELAND,OH,"",11.1,556.0,0.0001,,2181,,11.1,,OH,0.0000216,Q1 2023,2313,0001277557,,,1422 EUCLID AVENUE STE 1130, ,44115-2001
Prudential financial inc,NEWARK,NJ,"",2724.9,136517.0,0.0002,0.0001,2434,2466,735.3,36.9571773,NJ,0.0053083,Q3 2020,2331,0001137774,,000107959,751 BROAD ST, ,07102
Psi advisors  llc,TAMPA,FL,"",4.7,235.0,0.0001,0.0002,742,713,-5.3,-53.0,FL,0.0000092,Q3 2021,463626,0001779040,,000285880,13059 W. LINEBAUGH AVE,SUITE 102,33626
Public employees retirement association of colorado,DENVER,CO,"",6601.3,331000.0,0.0017,0.0015,1287,1441,0.0,0.0,CO,0.0128598,Q2 2021,2332,0000315297,,,1301 PENNSYLVANIA STREET, ,80203
Public employees retirement system of ohio,COLUMBUS,OH,"",25967.1,1301000.0,0.0054,0.0047,1102,1145,-770.0,-2.8798935,OH,0.0505856,Q2 2017,2333,0001007280,,,277 EAST TOWN STREET, ,43215
Qcm cayman  ltd.,HOUSTON,TX,"",2028.3,101618.0,0.6363,,48,,2028.3,,TX,0.0039513,Q1 2023,2351,0001166340,943381479,000112149,3 GREENWAY PLAZA,SUITE 200,77046
Quadrant capital group llc,CINCINNATI,OH,"",66.0,3307.0,0.0003,0.0005,2319,2233,-40.4,-37.9699248,OH,0.0001286,Q2 2021,306558,0001650717,,,"255 E. FIFTH STREET, SUITE 3000", ,45202
Quantbot technologies lp,NEW YORK,NY,"",1882.4,94308.0,0.0067,0.0126,1111,949,-2441.9,-56.4692551,NY,0.0036670,Q4 2022,106908,0001512991,,,505 FIFTH AVENUE,6TH FLOOR,10017
Quent capital  llc,NEW YORK,NY,"",131.4,6583.0,0.0011,0.0008,995,1026,18.5,16.3861825,NY,0.0002560,Q4 2022,558519,0001912338,831888530,000308203,1120 AVENUE OF THE AMERICAS,4TH FLOOR,10036
Quinn opportunity partners llc,CHARLOTTESVILLE,VA,PUT,227380.0,11391738.0,1.1394,0.4045,27,52,146200.0,180.0936191,VA,N/A,Q4 2022,289198,0001633275,,000167470,2 BOARS HEAD PLACE,SUITE 250,22903
Quintet private bank (europe) s.a.,LUXEMBOURG,N4,"",8.0,401.0,0.0,,278,,8.0,,N4,0.0000156,Q1 2023,633854,0001977290,,,43 BOULEVARD ROYAL, ,L-2449
Raymond james & associates,ST PETERSBURG,FL,"",0.0,0.0,,0.0001,"",3686,-1756.5,-100.0,FL,0.0000000,Q4 2020,2374,0001084208,,000000705,880 CARILLON PKWY,PO BOX 14508,337334508
Raymond james financial services advisors  inc.,ST. PETERSBURG,FL,"",1572.5,78783.0,0.0001,0.0001,3078,3045,-258.1,-14.0992024,FL,0.0030633,Q4 2019,56362,0001462284,,000149018,880 CARILLON PARKWAY, ,33716
Re dickinson investment advisors  llc,COUNCIL BLUFFS,IA,"",110.6,6000.0,0.002,0.0021,289,282,0.0,0.0,IA,0.0002155,Q4 2021,556245,0001801241,421481540,,"535 W BROADWAY, SUITE 301", ,51503
Resources management corp,WEST HARTFORD,CT,"",70.0,7000.0,0.0011,0.0005,395,420,-6.0,-7.8947368,CT,0.0001364,Q3 2021,422855,0000749044,,,643 PROSPECT AVENUE, ,06105
Retirement group  llc,SAN DIEGO,CA,"",10.0,1000.0,0.0005,0.0,618,631,0.0,0.0,CA,0.0000195,Q4 2021,501911,0001740491,205401152,000148296,5414 OBERLIN DR #220, ,92121
Rhumbline advisers,BOSTON,MA,"",57756.2,2894000.0,0.0036,0.0033,1616,1669,-3069.0,-5.0456061,MA,0.1125128,Q2 2014,2426,0001115418,,000107151,265 FRANKLIN ST,21ST FLOOR,02110
Rise advisors  llc,ROCHESTER,NY,"",13.5,676.0,0.0005,0.0004,705,705,0.0,0.0,NY,0.0000263,Q4 2021,558184,0001831316,,,400 LINDEN OAKS SUITE 120, ,14625
Ritter daniher financial advisory llc,CINCINNATI,OH,"",0.0,0.0,,0.0001,"",290,-4.0,-100.0,OH,0.0000000,Q4 2022,603624,0001936603,,000321827,7661 BEECHMONT AVENUE,SUITE 200,45255
Rockefeller capital management l.p.,NEW YORK,NY,"",0.0,0.0,,0.0,"",3171,-214.0,-100.0,NY,0.0000000,Q2 2021,400642,0001739439,,000294197,"45 ROCKEFELLER PLAZA, 5TH FLOOR", ,10111
Royal bank of canada,TORONTO, ,"",2314.2,115000.0,0.0,0.0,5068,5676,515.3,28.6452832, ,0.0045082,Q4 2014,2491,0001000275,,,ROYAL BANK PLAZA,200 BAY STREET,M5J 2J5
Royal bank of canada,TORONTO, ,PUT,32000.0,1603000.0,0.0005,,2977,,32000.0,, ,N/A,Q1 2023,2491,0001000275,,,ROYAL BANK PLAZA,200 BAY STREET,M5J 2J5
Royal london asset management ltd,UNITED KINGDOM,X0,"",0.0,0.0,,0.0033,"",632,-18299.5,-100.0,X0,0.0000000,Q3 2021,2497,0000863748,,,80 FENCHURCH STREET,LONDON,EC3M 4BY
Rubric capital management lp,NEW YORK,NY,PUT,0.0,0.0,,0.366,"",59,-206290.0,-100.0,NY,N/A,Q4 2022,357419,0001687509,,,"155 EAST 44TH ST, SUITE 1630", ,10017
Russell investments group  ltd.,LONDON,WA,"",13.2,661.0,0.0,0.0,3075,2803,-425.4,-96.9904241,WA,0.0000257,Q3 2021,356168,0001692234,,,REX HOUSE,10 REGENT STREET,SW1Y4PE
Sandler capital management,NEW YORK,NY,PUT,0.0,0.0,,0.2086,"",71,-50000.0,-100.0,NY,N/A,Q3 2021,2542,0001000742,112792496,,711 FIFTH AVENUE,SUITE 500,10022
Sandy spring bank,OLNEY,MD,"",13.5,677.0,0.0,0.0,1088,1085,0.0,0.0,MD,0.0000263,Q1 2022,53060,0001457833,,,17801 GEORGIA AVENUE, ,20832
Sargent bickham lagudis llc,BOULDER,CO,"",0.0,0.0,,0.0037,"",462,-1106.9,-100.0,CO,0.0000000,Q1 2021,515085,0001613939,841481957,,"4840 PEARL EAST CIRCLE, SUITE 300E", ,80301
Schneider downs wealth management advisors  lp,PITTSBURGH,PA,"",8483.0,424998.0,0.0873,0.0753,69,77,40.0,0.4737652,PA,0.0165254,Q4 2021,327022,0001665359,,000128591,"ONE PPG PLACE, SUITE 1700", ,15222
Schonfeld strategic advisors llc,NEW YORK,NY,"",9766.7,489311.0,0.0047,0.0005,1176,2240,8176.7,514.2578616,NY,0.0190262,Q4 2020,336419,0001665241,,000281984,590 MADISON AVENUE,23RD FLOOR,10022
Sculptor capital lp,NEW YORK,NY,CALL,20000.0,1002000.0,0.0224,0.0382,247,344,-33800.0,-62.8252788,NY,N/A,Q1 2021,2127,0001054587,133980578,000107913,9 WEST 57TH STREET,40TH FLOOR,10019
Sculptor capital lp,NEW YORK,NY,PUT,0.0,0.0,,0.0404,"",338,-56940.0,-100.0,NY,N/A,Q4 2019,2127,0001054587,133980578,000107913,9 WEST 57TH STREET,40TH FLOOR,10019
Sculptor capital lp,NEW YORK,NY,"",0.0,0.0,,0.0139,"",415,-19520.0,-100.0,NY,0.0000000,Q4 2020,2127,0001054587,133980578,000107913,9 WEST 57TH STREET,40TH FLOOR,10019
Sei investments company,OAKS,PA,"",1810.2,90690.0,0.0002,,2582,,1810.2,,PA,0.0035264,Q1 2023,12665,0000350894,,,1 FREEDOM VALLEY DRIVE, ,19456-1100
Seven eight capital  lp,NEW YORK,NY,"",0.0,0.0,,0.1309,"",226,-12330.5,-100.0,NY,0.0000000,Q2 2021,256629,0001575129,811493633,000170624,130 WEST 42ND STREET,20TH FLOOR,10036
Sg americas securities  llc,NEW YORK,NY,"",19321.5,968000.0,0.0112,0.0131,1159,921,-7157.8,-27.0316814,NY,0.0376395,Q2 2019,2629,0001313360,,,245 PARK AVENUE, ,10167
Shay capital llc,NEW YORK,NY,CALL,1000.0,50100.0,0.0098,,376,,1000.0,,NY,N/A,Q1 2023,510475,0001723643,,,"280 PARK AVENUE, 5TH FLOOR WEST", ,10017
Shay capital llc,NEW YORK,NY,"",100.0,5010.0,0.001,,421,,100.0,,NY,0.0001948,Q1 2023,510475,0001723643,,,"280 PARK AVENUE, 5TH FLOOR WEST", ,10017
Signaturefd  llc,ATLANTA,GA,"",336.0,16834.0,0.0005,0.0002,1958,2382,187.9,126.873734,GA,0.0006545,Q1 2021,50499,0001456048,,000112758,1230 PEACHTREE STREET,SUITE 1800,30309
Simplex trading  llc,CHICAGO,IL,CALL,467510.0,22468000.0,0.0197,0.0178,541,634,-101550.0,-17.8452184,IL,N/A,Q4 2014,121062,0001488542,,000153585,230 S. LASALLE STREET,SUITE 08-500,60604
Simplex trading  llc,CHICAGO,IL,PUT,768650.0,39208000.0,0.0345,0.0151,339,712,424650.0,123.4447674,IL,N/A,Q3 2015,121062,0001488542,,000153585,230 S. LASALLE STREET,SUITE 08-500,60604
Simplex trading  llc,CHICAGO,IL,"",270.0,13000.0,0.0,0.0,7278,6589,-380.0,-58.4615385,IL,0.0005260,Q4 2020,121062,0001488542,,000153585,230 S. LASALLE STREET,SUITE 08-500,60604
Skandinaviska enskilda banken ab (publ),STOCKHOLM,V7,"",3288.0,165000.0,0.0012,0.0003,836,830,2403.3,271.6514073,V7,0.0064052,Q2 2021,164832,0001534653,,,KUNGSTRADGARDSGATAN 8, ,106 40
Sound income strategies  llc,FT LAUDERDALE,FL,"",7.5,376.0,0.0,,1008,,7.5,,FL,0.0000146,Q1 2023,392597,0001730960,,000173272,500 WEST CYPRESS CREEK ROAD,SUITE 290,33309
Spire wealth management,MCLEAN,VA,"",330.3,16548.0,0.0006,0.0006,1686,1574,64.3,24.1729323,VA,0.0006434,Q1 2021,512774,0001858740,,000113908,7901 JONES BRANCH DR.,SUITE #800,22102
Squarepoint ops llc,NEW YORK,NY,"",77310.0,3873231.0,0.0158,,1022,,77310.0,,NY,0.1506049,Q3 2021,297588,0001642575,,000172116,250 W. 55TH STREET,32ND FLOOR,10019
